task,episode,step,joint_name,position
pick up the black bowl next to the ramekin and place it on the plate,40,58,robot0_joint7,2.6191946723424873
pick up the black bowl next to the ramekin and place it on the plate,40,59,robot0_joint7,2.6081754084997963
pick up the black bowl next to the ramekin and place it on the plate,45,56,robot0_joint7,2.6166747734565945
pick up the black bowl next to the ramekin and place it on the plate,45,57,robot0_joint7,2.6262437174370685
pick up the black bowl next to the ramekin and place it on the plate,45,58,robot0_joint7,2.6310887603649835
pick up the black bowl next to the ramekin and place it on the plate,45,59,robot0_joint7,2.6313793125200253
pick up the black bowl next to the ramekin and place it on the plate,45,60,robot0_joint7,2.6281909781478157
pick up the black bowl next to the ramekin and place it on the plate,45,61,robot0_joint7,2.623295960753722
pick up the black bowl next to the ramekin and place it on the plate,45,62,robot0_joint7,2.6164866790228065
pick up the black bowl next to the ramekin and place it on the plate,50,52,robot0_joint7,2.625842774534947
pick up the black bowl next to the ramekin and place it on the plate,50,53,robot0_joint7,2.659325724262369
pick up the black bowl next to the ramekin and place it on the plate,50,54,robot0_joint7,2.688770162250405
pick up the black bowl next to the ramekin and place it on the plate,50,55,robot0_joint7,2.7138122039321866
pick up the black bowl next to the ramekin and place it on the plate,50,56,robot0_joint7,2.7337635125289017
pick up the black bowl next to the ramekin and place it on the plate,50,57,robot0_joint7,2.7485356066834217
pick up the black bowl next to the ramekin and place it on the plate,50,58,robot0_joint7,2.7583685620799083
pick up the black bowl next to the ramekin and place it on the plate,50,59,robot0_joint7,2.7631472550407468
pick up the black bowl next to the ramekin and place it on the plate,50,60,robot0_joint7,2.76344306986427
pick up the black bowl next to the ramekin and place it on the plate,50,61,robot0_joint7,2.7611539814169586
pick up the black bowl next to the ramekin and place it on the plate,50,62,robot0_joint7,2.7576097242569584
pick up the black bowl next to the ramekin and place it on the plate,50,63,robot0_joint7,2.75280972551719
pick up the black bowl next to the ramekin and place it on the plate,50,64,robot0_joint7,2.7466165190769782
pick up the black bowl next to the ramekin and place it on the plate,50,65,robot0_joint7,2.739377770512901
pick up the black bowl next to the ramekin and place it on the plate,50,66,robot0_joint7,2.73386241114718
pick up the black bowl next to the ramekin and place it on the plate,50,67,robot0_joint7,2.7297271736927367
pick up the black bowl next to the ramekin and place it on the plate,50,68,robot0_joint7,2.725244796327423
pick up the black bowl next to the ramekin and place it on the plate,50,69,robot0_joint7,2.7196538013047706
pick up the black bowl next to the ramekin and place it on the plate,50,70,robot0_joint7,2.7124945623823593
pick up the black bowl next to the ramekin and place it on the plate,50,71,robot0_joint7,2.7030932190580494
pick up the black bowl next to the ramekin and place it on the plate,50,72,robot0_joint7,2.6890011579218065
pick up the black bowl next to the ramekin and place it on the plate,50,73,robot0_joint7,2.6693770577290854
pick up the black bowl next to the ramekin and place it on the plate,50,74,robot0_joint7,2.6445773030039503
pick up the black bowl next to the ramekin and place it on the plate,50,75,robot0_joint7,2.6151808133926098
pick up the black bowl from table center and place it on the plate,44,116,robot0_joint2,1.6359546649689751
pick up the black bowl from table center and place it on the plate,44,117,robot0_joint2,1.6935002186768684
pick up the black bowl from table center and place it on the plate,44,118,robot0_joint2,1.7502903652659034
pick up the black bowl from table center and place it on the plate,44,119,robot0_joint2,1.7681154185383083
pick up the black bowl from table center and place it on the plate,44,120,robot0_joint2,1.764082709790038
pick up the black bowl from table center and place it on the plate,44,121,robot0_joint2,1.7633006535819449
pick up the black bowl from table center and place it on the plate,44,122,robot0_joint2,1.7626587751181253
pick up the black bowl from table center and place it on the plate,44,123,robot0_joint2,1.7529166489354937
pick up the black bowl from table center and place it on the plate,44,124,robot0_joint2,1.7338985891781107
pick up the black bowl from table center and place it on the plate,44,125,robot0_joint2,1.6998898728886942
pick up the black bowl from table center and place it on the plate,44,126,robot0_joint2,1.653551182949949
pick up the black bowl from table center and place it on the plate,44,127,robot0_joint2,1.604130639717359
pick up the black bowl from table center and place it on the plate,44,146,robot0_joint2,1.6006515449679872
pick up the black bowl from table center and place it on the plate,44,147,robot0_joint2,1.6188888166895576
pick up the black bowl from table center and place it on the plate,44,148,robot0_joint2,1.6335043217361986
pick up the black bowl from table center and place it on the plate,44,149,robot0_joint2,1.6424104751269097
pick up the black bowl from table center and place it on the plate,44,149,robot0_joint5,2.6347464612622353
pick up the black bowl from table center and place it on the plate,44,150,robot0_joint2,1.6445626969626845
pick up the black bowl from table center and place it on the plate,44,150,robot0_joint5,2.727213575484927
pick up the black bowl from table center and place it on the plate,44,151,robot0_joint2,1.6459952319063254
pick up the black bowl from table center and place it on the plate,44,151,robot0_joint5,2.762272579182319
pick up the black bowl from table center and place it on the plate,44,152,robot0_joint2,1.6525158525627772
pick up the black bowl from table center and place it on the plate,44,152,robot0_joint5,2.7250555910403884
pick up the black bowl from table center and place it on the plate,44,153,robot0_joint2,1.6674131918653239
pick up the black bowl from table center and place it on the plate,44,153,robot0_joint5,2.6596907099647513
pick up the black bowl from table center and place it on the plate,44,154,robot0_joint2,1.6841734448708972
pick up the black bowl from table center and place it on the plate,44,155,robot0_joint2,1.7004052574962096
pick up the black bowl from table center and place it on the plate,44,156,robot0_joint2,1.716778744397391
pick up the black bowl from table center and place it on the plate,44,157,robot0_joint2,1.7250347666048027
pick up the black bowl from table center and place it on the plate,44,158,robot0_joint2,1.7267508960635323
pick up the black bowl from table center and place it on the plate,44,159,robot0_joint2,1.7247540454839572
pick up the black bowl from table center and place it on the plate,44,160,robot0_joint2,1.7082570658792775
pick up the black bowl from table center and place it on the plate,44,161,robot0_joint2,1.692493832779648
pick up the black bowl from table center and place it on the plate,44,162,robot0_joint2,1.6880035369275985
pick up the black bowl from table center and place it on the plate,44,163,robot0_joint2,1.6861128602227136
pick up the black bowl from table center and place it on the plate,44,164,robot0_joint2,1.6814986635880618
pick up the black bowl from table center and place it on the plate,44,165,robot0_joint2,1.6732884894257567
pick up the black bowl from table center and place it on the plate,44,166,robot0_joint2,1.6707305343763457
pick up the black bowl from table center and place it on the plate,44,167,robot0_joint2,1.6542318509494
pick up the black bowl from table center and place it on the plate,44,168,robot0_joint2,1.638384384186762
pick up the black bowl from table center and place it on the plate,44,169,robot0_joint2,1.6195275972761882
pick up the black bowl from table center and place it on the plate,44,170,robot0_joint2,1.5988890732291954
pick up the black bowl from table center and place it on the plate,44,176,robot0_joint2,1.5935199707147072
pick up the black bowl from table center and place it on the plate,44,177,robot0_joint2,1.6083282839379518
pick up the black bowl from table center and place it on the plate,44,178,robot0_joint2,1.5956868766043586
pick up the black bowl from table center and place it on the plate,44,199,robot0_joint5,2.632673447626227
pick up the black bowl from table center and place it on the plate,44,200,robot0_joint5,2.745806454536495
pick up the black bowl from table center and place it on the plate,44,201,robot0_joint5,2.785381306376724
pick up the black bowl from table center and place it on the plate,44,202,robot0_joint5,2.7132979141812426
pick up the black bowl from table center and place it on the plate,44,218,robot0_joint2,1.5952176613906317
pick up the black bowl from table center and place it on the plate,44,219,robot0_joint2,1.6141608042698858
pick up the black bowl from table center and place it on the plate,44,220,robot0_joint2,1.628581553841043
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,104,robot0_joint4,-0.20955245354599508
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,105,robot0_joint4,-0.17879991418967692
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,106,robot0_joint4,-0.1454745605609461
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,107,robot0_joint4,-0.11029634571669543
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,108,robot0_joint4,-0.07527768506235345
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,109,robot0_joint4,-0.06694696644572133
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,110,robot0_joint4,-0.06923860871812731
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,111,robot0_joint4,-0.08176079051748458
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,112,robot0_joint4,-0.10433792257898228
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,113,robot0_joint4,-0.13419671427427987
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,114,robot0_joint4,-0.17106574595114413
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,115,robot0_joint4,-0.2141870939522909
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,115,robot0_joint4,-0.2167720632063389
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,116,robot0_joint4,-0.1896993255074281
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,117,robot0_joint4,-0.15826034433078154
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,118,robot0_joint4,-0.12602546666111886
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,119,robot0_joint4,-0.09382952596359657
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,120,robot0_joint4,-0.06600193304437722
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,121,robot0_joint4,-0.06836160048019041
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,122,robot0_joint4,-0.07034769942195983
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,123,robot0_joint4,-0.07204434952085653
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,124,robot0_joint4,-0.07385707891798524
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,125,robot0_joint4,-0.07507164921968094
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,126,robot0_joint4,-0.0782723226606024
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,127,robot0_joint4,-0.08532044094761106
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,128,robot0_joint4,-0.09274518480992097
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,129,robot0_joint4,-0.09857607612045384
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,130,robot0_joint4,-0.10163160170415124
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,131,robot0_joint4,-0.10069456295317498
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,132,robot0_joint4,-0.0968955526030087
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,133,robot0_joint4,-0.09073909844618945
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,134,robot0_joint4,-0.08189375160787843
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,135,robot0_joint4,-0.07014234083643318
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,136,robot0_joint4,-0.06878359709666697
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,137,robot0_joint4,-0.06954971668305908
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,138,robot0_joint4,-0.06967547799144418
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,139,robot0_joint4,-0.06969349987728837
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,140,robot0_joint4,-0.06969391969550527
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,141,robot0_joint2,1.5937206277455105
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,141,robot0_joint4,-0.06967901043791534
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,142,robot0_joint2,1.6026551930299395
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,142,robot0_joint4,-0.06968389779348698
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,143,robot0_joint2,1.6119278251916203
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,143,robot0_joint4,-0.0696899637191402
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,144,robot0_joint2,1.6214202478589517
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,144,robot0_joint4,-0.0696914874368718
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,145,robot0_joint2,1.6306116411938767
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,145,robot0_joint4,-0.06968431359286036
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,146,robot0_joint2,1.6368950778893474
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,146,robot0_joint4,-0.06966075164867708
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,147,robot0_joint2,1.6406384423036926
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,147,robot0_joint4,-0.06968012123081202
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,148,robot0_joint2,1.6434245961044194
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,148,robot0_joint4,-0.06969923198251304
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,149,robot0_joint2,1.6454451396954115
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,149,robot0_joint4,-0.06970798779212806
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,150,robot0_joint2,1.6464315252012371
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,150,robot0_joint4,-0.06971800436880791
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,151,robot0_joint2,1.6472291024151304
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,151,robot0_joint4,-0.06972694607667147
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,152,robot0_joint2,1.6480953894968962
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,152,robot0_joint4,-0.06972359534424094
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,153,robot0_joint2,1.649032956353038
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,153,robot0_joint4,-0.06972410066014607
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,154,robot0_joint2,1.649759077428614
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,154,robot0_joint4,-0.06972237522171588
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,155,robot0_joint2,1.6501595962844189
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,155,robot0_joint4,-0.06972437389708908
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,156,robot0_joint2,1.6507816090592022
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,156,robot0_joint4,-0.07014829058769727
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,157,robot0_joint2,1.6514725721269947
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,157,robot0_joint4,-0.07142402879636972
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,158,robot0_joint2,1.6517019825905799
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,158,robot0_joint4,-0.07293188568028418
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,159,robot0_joint2,1.651554508536173
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,159,robot0_joint4,-0.07437681198059053
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,160,robot0_joint2,1.6512409687967924
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,160,robot0_joint4,-0.07571751311577517
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,161,robot0_joint2,1.651045226093484
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,161,robot0_joint4,-0.07675017805687509
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,162,robot0_joint2,1.6510091688454036
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,162,robot0_joint4,-0.07693771863837652
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,163,robot0_joint2,1.650900839410302
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,163,robot0_joint4,-0.0766697424501374
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,164,robot0_joint2,1.6507063140266178
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,164,robot0_joint4,-0.0764005911861454
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,165,robot0_joint2,1.6502779840255966
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,165,robot0_joint4,-0.07611003040451474
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,166,robot0_joint2,1.651438150995256
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,166,robot0_joint4,-0.07661698544237305
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,167,robot0_joint2,1.6534434163637923
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,167,robot0_joint4,-0.0756656938082188
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,168,robot0_joint2,1.655000623477506
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,168,robot0_joint4,-0.07275115739770183
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,169,robot0_joint2,1.6562253778897804
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,169,robot0_joint4,-0.06930932237891199
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,170,robot0_joint2,1.655519112868677
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,170,robot0_joint4,-0.06955068569304244
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,171,robot0_joint2,1.6555121819017582
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,171,robot0_joint4,-0.07086159001857738
pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,40,172,robot0_joint2,1.6562517449736764
